รหัสจอง,รหัสรถ,ชื่อลูกค้า,วันที่เริ่ม,เวลาเริ่ม,วันที่คืน,เวลาคืน,สถานะการจอง,จำนวนวัน,ค่าเช่ารวม,เงินมัดจำ,หมายเหตุ,วันที่ทำรายการ
B001,Scopy เขียว,fernpcrn,2026-09-23,15:30,2026-09-24,15:30,จองแล้ว,1,300,500,บขส.ใหม่,2026-09-23 04:19:42
